26,26.15,26.3,26.45,26.6,26.75,26.9,27.05,27.2,27.35,27.5,27.65,27.8,27.95,28.1,28.25,28.4,28.55,28.7,28.85,29,29.15,29.3,29.45,29.6,29.75,29.9,30.05,30.2,30.35,30.5,30.65,30.8
26,26.15,26.3,26.45,26.6,26.75,26.9,27.05,27.2,27.35,27.5,27.65,27.8,27.95,28.1,28.25,28.4,28.55,28.7,28.85,29,29.15,29.3,29.45,29.6,29.75,29.9,30.05,30.2,30.35,30.5,30.65,30.8
26,26.15,26.3,26.45,26.6,26.75,26.9,27.05,27.2,27.35,27.5,27.65,27.8,27.95,28.1,28.25,28.4,28.55,28.7,28.85,29,29.15,29.3,29.45,29.6,29.75,29.9,30.05,30.2,30.35,30.5,30.65,30.8
26,26.15,26.3,26.45,26.6,26.75,26.9,27.05,27.2,27.35,27.5,27.65,27.8,27.95,28.1,28.25,28.4,28.55,28.7,28.85,29,29.15,29.3,29.45,29.6,29.75,29.9,30.05,30.2,30.35,30.5,30.65,30.8
26,26.15,26.3,26.45,26.6,26.75,26.9,27.05,27.2,27.35,27.5,27.65,27.8,27.95,28.1,28.25,28.4,28.55,28.7,28.85,29,29.15,29.3,29.45,29.6,29.75,29.9,30.05,30.2,30.35,30.5,30.65,30.8
26,26.15,26.3,26.45,26.6,26.75,26.9,27.05,27.2,27.35,27.5,27.65,27.8,27.95,28.1,28.25,28.4,28.55,28.7,28.85,29,29.15,29.3,29.45,29.6,29.75,29.9,30.05,30.2,30.35,30.5,30.65,30.8
26,26.15,26.3,26.45,26.6,26.75,26.9,27.05,27.2,27.35,27.5,27.65,27.8,27.95,28.1,28.25,28.4,28.55,28.7,28.85,29,29.15,29.3,29.45,29.6,29.75,29.9,30.05,30.2,30.35,30.5,30.65,30.8
26,26.15,26.3,26.45,26.6,26.75,26.9,27.05,27.2,27.35,27.5,27.65,27.8,27.95,28.1,28.25,28.4,28.55,28.7,28.85,29,29.15,29.3,29.45,29.6,29.75,29.9,30.05,30.2,30.35,30.5,30.65,30.8
26,26.15,26.3,26.45,26.6,26.75,26.9,27.05,27.2,27.35,27.5,27.65,27.8,27.95,28.1,28.25,28.4,28.55,28.7,28.85,29,29.15,29.3,29.45,29.6,29.75,29.9,30.05,30.2,30.35,30.5,30.65,30.8
26,26.15,26.3,26.45,26.6,26.75,26.9,27.05,27.2,27.35,27.5,27.65,27.8,27.95,28.1,28.25,28.4,28.55,28.7,28.85,29,29.15,29.3,29.45,29.6,29.75,29.9,30.05,30.2,30.35,30.5,30.65,30.8
